participant_id,program,age_group,community,early_engagement,mid_engagement,late_engagement,engagement_slope,engagement_volatility,trajectory_label,reversal_risk_label,early_warning_label,baseline_habit_strength,convenience,social_norm,environmental_fit,motivation,competing_demands,habit_persistence,feedback_visibility,incentive_strength,support_quality,life_event_week,trajectory_cluster
777,recycling,41-60,suburban,0.764,0.803,0.598,-0.0092,0.085,sustained,0,0,0.52,0.834,0.555,0.871,0.346,0.096,0.631,0.457,0.581,0.165,0,3
778,public_transport,41-60,urban,0.702,0.793,0.596,-0.0067,0.093,sustained,0,0,0.27,0.864,0.503,0.556,0.476,0.343,0.415,0.332,0.943,0.496,0,3
779,healthy_eating,18-25,rural,0.741,0.842,0.614,-0.008,0.102,sustained,0,0,0.319,0.802,0.156,0.691,0.866,0.378,0.648,0.721,0.508,0.815,0,3
780,healthy_eating,41-60,urban,0.672,0.689,0.555,-0.007,0.064,sustained,0,0,0.445,0.402,0.596,0.628,0.551,0.64,0.523,0.758,0.41,0.151,0,3
781,digital_wellbeing,26-40,urban,0.765,0.776,0.605,-0.0088,0.074,sustained,0,0,0.583,0.22,0.898,0.976,0.416,0.526,0.697,0.604,0.471,0.879,0,3
782,fitness,18-25,urban,0.666,0.67,0.54,-0.0069,0.061,inconsistent,0,0,0.453,0.587,0.536,0.693,0.093,0.443,0.916,0.576,0.289,0.782,0,3
783,recycling,26-40,rural,0.703,0.746,0.445,-0.0142,0.124,faded,1,0,0.447,0.135,0.142,0.591,0.824,0.329,0.288,0.477,0.397,0.174,20,2
784,public_transport,41-60,suburban,0.676,0.674,0.448,-0.0137,0.108,faded,1,0,0.488,0.598,0.241,0.454,0.596,0.638,0.736,0.62,0.847,0.332,13,1
785,recycling,18-25,suburban,0.687,0.641,0.513,-0.0096,0.069,inconsistent,0,0,0.7,0.591,0.106,0.288,0.281,0.639,0.374,0.693,0.259,0.645,0,3
786,public_transport,18-25,suburban,0.82,0.808,0.7,-0.0065,0.049,sustained,0,0,0.823,0.616,0.397,0.704,0.686,0.137,0.477,0.675,0.059,0.686,0,0
787,digital_wellbeing,41-60,urban,0.72,0.824,0.687,-0.0023,0.077,sustained,0,0,0.308,0.794,0.196,0.581,0.71,0.231,0.739,0.673,0.77,0.302,0,0
788,public_transport,60+,suburban,0.644,0.764,0.598,-0.0031,0.102,sustained,0,0,0.056,0.625,0.492,0.429,0.575,0.526,0.237,0.527,0.925,0.382,0,3
789,healthy_eating,60+,urban,0.744,0.712,0.452,-0.0167,0.121,faded,1,0,0.648,0.435,0.522,0.314,0.813,0.497,0.715,0.168,0.605,0.725,7,2
790,fitness,18-25,suburban,0.887,0.871,0.715,-0.0098,0.072,sustained,0,0,0.835,0.716,0.451,0.654,0.824,0.654,0.387,0.962,0.627,0.283,0,0
791,fitness,26-40,rural,0.9,0.891,0.724,-0.0101,0.075,sustained,0,0,0.879,0.727,0.403,0.715,0.687,0.254,0.395,0.651,0.596,0.711,0,0
792,digital_wellbeing,41-60,urban,0.792,0.78,0.57,-0.0124,0.094,sustained,0,0,0.697,0.485,0.216,0.671,0.858,0.273,0.733,0.293,0.117,0.547,0,2
793,healthy_eating,26-40,rural,0.814,0.821,0.661,-0.0092,0.075,sustained,0,0,0.635,0.538,0.887,0.731,0.696,0.625,0.801,0.454,0.82,0.881,0,0
794,digital_wellbeing,18-25,suburban,0.828,0.812,0.507,-0.0185,0.136,faded,1,0,0.732,0.294,0.759,0.797,0.782,0.514,0.672,0.278,0.592,0.806,9,2
795,healthy_eating,60+,suburban,0.604,0.711,0.417,-0.0113,0.13,reverted,1,0,0.109,0.298,0.261,0.609,0.513,0.045,0.875,0.517,0.39,0.79,0,1
796,public_transport,26-40,suburban,0.714,0.691,0.368,-0.0196,0.146,reverted,1,0,0.654,0.418,0.676,0.83,0.689,0.728,0.565,0.133,0.251,0.328,16,1
797,healthy_eating,41-60,rural,0.641,0.695,0.371,-0.0158,0.138,reverted,1,0,0.339,0.536,0.542,0.231,0.28,0.485,0.597,0.528,0.646,0.908,0,1
798,digital_wellbeing,18-25,urban,0.637,0.634,0.478,-0.009,0.069,inconsistent,0,0,0.547,0.519,0.161,0.412,0.186,0.101,0.915,0.516,0.248,0.484,0,3
799,fitness,41-60,suburban,0.849,0.794,0.514,-0.0192,0.136,faded,1,0,0.876,0.768,0.484,0.429,0.662,0.33,0.881,0.705,0.553,0.58,0,2
800,fitness,26-40,suburban,0.696,0.717,0.488,-0.012,0.099,faded,1,0,0.534,0.622,0.185,0.587,0.139,0.212,0.595,0.667,0.36,0.87,0,3
801,fitness,41-60,urban,0.638,0.698,0.591,-0.0027,0.063,sustained,0,0,0.282,0.591,0.266,0.849,0.608,0.465,0.741,0.571,0.352,0.557,0,3
802,recycling,60+,urban,0.872,0.855,0.622,-0.0141,0.106,sustained,0,0,0.796,0.935,0.463,0.769,0.478,0.532,0.512,0.837,0.736,0.509,21,2
803,public_transport,26-40,rural,0.591,0.661,0.411,-0.0111,0.108,reverted,1,0,0.275,0.672,0.478,0.834,0.338,0.643,0.607,0.57,0.324,0.103,11,1
804,digital_wellbeing,26-40,rural,0.692,0.75,0.588,-0.0062,0.074,sustained,0,0,0.4,0.468,0.902,0.221,0.688,0.529,0.807,0.333,0.68,0.784,0,3
805,recycling,26-40,rural,0.667,0.607,0.3,-0.0206,0.147,reverted,1,0,0.57,0.44,0.35,0.309,0.25,0.693,0.486,0.352,0.476,0.83,0,1
806,healthy_eating,26-40,suburban,0.728,0.75,0.488,-0.0141,0.117,faded,1,0,0.459,0.345,0.891,0.401,0.866,0.593,0.516,0.04,0.773,0.553,0,2
807,recycling,41-60,rural,0.84,0.876,0.746,-0.0057,0.057,sustained,0,0,0.657,0.544,0.826,0.706,0.65,0.524,0.358,0.482,0.628,0.684,0,0
808,recycling,60+,urban,0.492,0.545,0.362,-0.0071,0.081,inconsistent,0,0,0.209,0.405,0.302,0.381,0.163,0.582,0.495,0.499,0.683,0.504,0,1
809,digital_wellbeing,41-60,suburban,0.857,0.883,0.746,-0.006,0.058,sustained,0,0,0.692,0.476,0.882,0.585,0.221,0.11,0.134,0.752,0.607,0.629,19,0
810,fitness,41-60,urban,0.774,0.802,0.58,-0.0112,0.095,sustained,0,0,0.571,0.852,0.248,0.648,0.902,0.446,0.734,0.222,0.296,0.988,8,2
811,healthy_eating,26-40,suburban,0.622,0.548,0.295,-0.0181,0.13,reverted,1,1,0.531,0.221,0.196,0.178,0.675,0.667,0.812,0.572,0.517,0.708,21,1
812,fitness,41-60,urban,0.702,0.733,0.479,-0.0135,0.115,faded,1,0,0.469,0.757,0.472,0.259,0.288,0.48,0.667,0.857,0.794,0.367,0,2
813,digital_wellbeing,41-60,urban,0.83,0.822,0.722,-0.0064,0.048,sustained,0,0,0.734,0.749,0.424,0.907,0.721,0.698,0.587,0.731,0.284,0.82,8,0
814,healthy_eating,41-60,suburban,0.829,0.841,0.716,-0.0062,0.053,sustained,0,0,0.701,0.713,0.505,0.482,0.504,0.582,0.341,0.748,0.469,0.903,11,0
815,public_transport,41-60,rural,0.793,0.768,0.558,-0.0133,0.097,sustained,0,0,0.778,0.803,0.864,0.966,0.171,0.745,0.329,0.673,0.444,0.064,15,2
816,digital_wellbeing,41-60,suburban,0.68,0.788,0.582,-0.006,0.099,sustained,0,0,0.22,0.561,0.497,0.749,0.323,0.621,0.499,0.686,0.564,0.869,0,3
817,digital_wellbeing,18-25,urban,0.743,0.631,0.422,-0.0185,0.132,faded,1,1,0.835,0.568,0.301,0.175,0.439,0.565,0.889,0.555,0.856,0.741,0,1
818,recycling,26-40,urban,0.649,0.737,0.489,-0.0095,0.11,inconsistent,0,0,0.224,0.697,0.168,0.839,0.401,0.749,0.641,0.699,0.624,0.816,20,3
819,fitness,26-40,suburban,0.781,0.853,0.567,-0.0122,0.121,sustained,0,0,0.41,0.653,0.403,0.361,0.863,0.277,0.301,0.657,0.643,0.703,9,2
820,recycling,18-25,urban,0.779,0.777,0.595,-0.0109,0.085,sustained,0,0,0.625,0.634,0.428,0.644,0.475,0.332,0.855,0.768,0.799,0.451,0,3
821,public_transport,60+,urban,0.752,0.732,0.429,-0.0187,0.141,faded,1,0,0.594,0.3,0.616,0.382,0.546,0.499,0.671,0.551,0.742,0.701,0,2
822,recycling,60+,suburban,0.765,0.812,0.551,-0.0122,0.106,sustained,0,0,0.563,0.43,0.64,0.355,0.741,0.377,0.469,0.24,0.282,0.983,11,2
823,public_transport,18-25,rural,0.646,0.671,0.473,-0.0102,0.086,inconsistent,0,0,0.434,0.331,0.722,0.239,0.919,0.597,0.533,0.318,0.39,0.114,0,3
824,digital_wellbeing,26-40,urban,0.777,0.723,0.478,-0.0172,0.122,faded,1,0,0.81,0.38,0.611,0.825,0.112,0.738,0.32,0.593,0.318,0.654,0,2
825,public_transport,41-60,urban,0.863,0.767,0.585,-0.0157,0.111,faded,1,1,0.96,0.786,0.83,0.664,0.627,0.694,0.843,0.348,0.805,0.392,0,2
826,public_transport,26-40,urban,0.814,0.864,0.786,-0.0015,0.048,sustained,0,0,0.532,0.707,0.762,0.354,0.881,0.701,0.179,0.322,0.488,0.703,0,0
827,digital_wellbeing,60+,suburban,0.796,0.76,0.47,-0.018,0.132,faded,1,0,0.718,0.705,0.131,0.869,0.877,0.682,0.908,0.5,0.747,0.501,0,2
828,public_transport,26-40,rural,0.697,0.739,0.59,-0.0062,0.065,sustained,0,0,0.482,0.207,0.415,0.84,0.255,0.262,0.759,0.736,0.268,0.68,0,3
829,digital_wellbeing,41-60,urban,0.685,0.713,0.484,-0.0119,0.102,faded,1,0,0.413,0.747,0.133,0.713,0.316,0.45,0.673,0.069,0.647,0.768,0,3
830,digital_wellbeing,26-40,urban,0.679,0.835,0.681,-0.0001,0.092,sustained,0,0,0.191,0.888,0.625,0.835,0.549,0.547,0.662,0.386,0.258,0.824,0,3
831,public_transport,18-25,urban,0.637,0.655,0.422,-0.0126,0.104,faded,1,0,0.384,0.161,0.601,0.414,0.408,0.508,0.576,0.323,0.433,0.713,0,1
832,digital_wellbeing,26-40,suburban,0.76,0.902,0.738,-0.0015,0.095,sustained,0,0,0.284,0.932,0.618,0.505,0.452,0.185,0.174,0.637,0.428,0.419,19,0
833,healthy_eating,26-40,suburban,0.771,0.793,0.547,-0.0122,0.107,faded,1,0,0.477,0.623,0.646,0.771,0.733,0.947,0.183,0.809,0.716,0.402,19,2
834,digital_wellbeing,41-60,urban,0.695,0.882,0.754,0.0032,0.112,sustained,0,0,0.043,0.63,0.51,0.901,0.687,0.13,0.568,0.692,0.253,0.807,17,0
835,fitness,60+,rural,0.743,0.776,0.549,-0.0107,0.095,faded,1,0,0.49,0.507,0.346,0.697,0.281,0.602,0.302,0.467,0.515,0.419,20,3
836,fitness,18-25,suburban,0.873,0.819,0.625,-0.0145,0.103,sustained,0,0,0.936,0.832,0.845,0.267,0.626,0.302,0.917,0.023,0.627,0.893,0,2
837,healthy_eating,26-40,suburban,0.807,0.86,0.708,-0.0055,0.069,sustained,0,0,0.55,0.737,0.312,0.642,0.909,0.154,0.25,0.405,0.119,0.606,0,0
838,digital_wellbeing,60+,suburban,0.774,0.734,0.517,-0.0144,0.104,faded,1,0,0.758,0.36,0.524,0.4,0.483,0.228,0.534,0.625,0.278,0.29,0,2
839,fitness,41-60,suburban,0.732,0.674,0.481,-0.0147,0.106,faded,1,0,0.728,0.522,0.295,0.153,0.497,0.622,0.513,0.255,0.893,0.448,0,2
840,fitness,26-40,suburban,0.736,0.84,0.617,-0.007,0.102,sustained,0,0,0.317,0.785,0.498,0.516,0.335,0.368,0.697,0.636,0.818,0.693,0,3
841,digital_wellbeing,18-25,suburban,0.89,0.831,0.736,-0.0089,0.064,sustained,0,0,0.938,0.944,0.715,0.842,0.763,0.579,0.607,0.731,0.357,0.337,11,0
842,healthy_eating,26-40,urban,0.742,0.679,0.43,-0.0178,0.126,faded,1,0,0.767,0.763,0.703,0.413,0.429,0.597,0.8,0.486,0.434,0.549,0,2
843,healthy_eating,26-40,urban,0.682,0.798,0.638,-0.0031,0.087,sustained,0,0,0.237,0.494,0.804,0.688,0.562,0.626,0.537,0.814,0.398,0.5,0,3
844,healthy_eating,41-60,urban,0.693,0.706,0.559,-0.0081,0.066,sustained,0,0,0.541,0.66,0.856,0.233,0.7,0.969,0.695,0.656,0.19,0.796,0,3
845,recycling,26-40,urban,0.79,0.842,0.769,-0.0013,0.044,sustained,0,0,0.535,0.847,0.841,0.199,0.731,0.311,0.807,0.232,0.31,0.685,0,0
846,healthy_eating,41-60,suburban,0.843,0.812,0.635,-0.012,0.086,sustained,0,0,0.816,0.616,0.234,0.524,0.406,0.493,0.367,0.591,0.557,0.713,0,0
847,digital_wellbeing,41-60,urban,0.638,0.699,0.496,-0.0081,0.092,inconsistent,0,0,0.28,0.704,0.846,0.446,0.358,0.44,0.529,0.402,0.32,0.237,0,3
848,recycling,26-40,urban,0.705,0.775,0.579,-0.0073,0.08,sustained,0,0,0.422,0.73,0.301,0.855,0.516,0.455,0.794,0.638,0.584,0.313,0,3
849,healthy_eating,18-25,rural,0.604,0.716,0.52,-0.0053,0.104,inconsistent,0,0,0.038,0.262,0.623,0.818,0.471,0.463,0.631,0.146,0.752,0.984,0,3
850,fitness,26-40,rural,0.743,0.749,0.478,-0.015,0.117,faded,1,0,0.591,0.332,0.641,0.814,0.336,0.462,0.344,0.757,0.458,0.347,19,2
851,digital_wellbeing,18-25,urban,0.653,0.763,0.632,-0.0017,0.08,sustained,0,0,0.187,0.509,0.503,0.427,0.841,0.378,0.712,0.31,0.664,0.285,0,3
852,fitness,26-40,rural,0.853,0.862,0.711,-0.0083,0.067,sustained,0,0,0.713,0.57,0.319,0.285,0.692,0.104,0.566,0.962,0.843,0.425,0,0
853,digital_wellbeing,26-40,urban,0.771,0.854,0.713,-0.0038,0.072,sustained,0,0,0.421,0.464,0.638,0.921,0.799,0.164,0.759,0.373,0.761,0.922,0,0
854,healthy_eating,41-60,urban,0.643,0.659,0.458,-0.0112,0.092,faded,1,0,0.406,0.473,0.702,0.296,0.516,0.644,0.977,0.502,0.447,0.787,0,3
855,public_transport,26-40,suburban,0.741,0.808,0.673,-0.0042,0.068,sustained,0,0,0.438,0.608,0.529,0.7,0.496,0.44,0.355,0.527,0.461,0.222,0,0
856,fitness,41-60,suburban,0.685,0.799,0.56,-0.0072,0.113,sustained,0,0,0.189,0.574,0.28,0.518,0.674,0.382,0.237,0.257,0.679,0.53,15,3
857,fitness,60+,urban,0.805,0.645,0.346,-0.026,0.182,reverted,1,1,0.981,0.286,0.557,0.388,0.441,0.338,0.819,0.616,0.779,0.754,0,1
858,recycling,41-60,urban,0.659,0.741,0.444,-0.0122,0.121,faded,1,0,0.299,0.381,0.526,0.795,0.735,0.381,0.656,0.874,0.189,0.074,14,2
859,healthy_eating,18-25,rural,0.761,0.837,0.671,-0.0056,0.074,sustained,0,0,0.498,0.455,0.397,0.247,0.59,0.028,0.722,0.565,0.526,0.771,0,0
860,digital_wellbeing,41-60,suburban,0.774,0.823,0.664,-0.0065,0.067,sustained,0,0,0.555,0.824,0.546,0.543,0.597,0.151,0.246,0.607,0.069,0.107,0,0
861,digital_wellbeing,26-40,urban,0.763,0.717,0.447,-0.0177,0.128,faded,1,0,0.708,0.584,0.486,0.146,0.521,0.678,0.637,0.482,0.396,0.721,0,2
862,public_transport,18-25,rural,0.721,0.76,0.556,-0.0094,0.089,sustained,0,0,0.46,0.522,0.124,0.77,0.84,0.317,0.905,0.645,0.459,0.81,0,3
863,digital_wellbeing,18-25,urban,0.804,0.75,0.61,-0.011,0.078,sustained,0,0,0.867,0.75,0.088,0.686,0.35,0.546,0.323,0.792,0.048,0.509,14,0
864,healthy_eating,26-40,rural,0.657,0.764,0.669,0.0002,0.073,sustained,0,0,0.22,0.512,0.909,0.383,0.535,0.447,0.817,0.686,0.399,0.581,0,3
865,digital_wellbeing,41-60,urban,0.684,0.759,0.559,-0.0065,0.094,sustained,0,0,0.282,0.618,0.328,0.723,0.342,0.505,0.328,0.634,0.399,0.511,18,3
866,public_transport,18-25,urban,0.78,0.793,0.655,-0.0075,0.063,sustained,0,0,0.661,0.794,0.643,0.431,0.716,0.339,0.773,0.113,0.678,0.467,0,0
867,recycling,26-40,urban,0.76,0.708,0.53,-0.0128,0.093,faded,1,0,0.7,0.546,0.361,0.788,0.355,0.48,0.584,0.444,0.755,0.849,0,2
868,recycling,60+,suburban,0.705,0.767,0.585,-0.0072,0.086,sustained,0,0,0.302,0.675,0.221,0.651,0.576,0.495,0.682,0.715,0.821,0.588,0,3
869,healthy_eating,18-25,suburban,0.745,0.837,0.655,-0.0055,0.083,sustained,0,0,0.4,0.256,0.588,0.743,0.669,0.44,0.446,0.738,0.194,0.913,14,0
870,fitness,41-60,suburban,0.731,0.682,0.383,-0.0203,0.149,reverted,1,0,0.598,0.483,0.236,0.567,0.734,0.667,0.515,0.183,0.903,0.482,7,1
871,fitness,26-40,suburban,0.855,0.867,0.749,-0.0062,0.051,sustained,0,0,0.782,0.658,0.3,0.91,0.888,0.147,0.583,0.325,0.349,0.422,0,0
872,public_transport,26-40,urban,0.688,0.77,0.665,-0.0014,0.054,sustained,0,0,0.443,0.692,0.09,0.631,0.906,0.57,0.623,0.234,0.229,0.595,0,3
873,fitness,18-25,suburban,0.881,0.803,0.57,-0.0174,0.121,faded,1,1,0.963,0.703,0.503,0.347,0.672,0.473,0.593,0.701,0.654,0.77,0,2
874,fitness,60+,rural,0.765,0.81,0.711,-0.0031,0.053,sustained,0,0,0.504,0.89,0.448,0.715,0.691,0.436,0.874,0.804,0.467,0.392,0,0
875,healthy_eating,41-60,suburban,0.852,0.865,0.772,-0.0043,0.039,sustained,0,0,0.747,0.951,0.305,0.911,0.934,0.961,0.819,0.905,0.063,0.763,0,0
876,healthy_eating,41-60,suburban,0.76,0.777,0.639,-0.0071,0.064,sustained,0,0,0.593,0.806,0.679,0.885,0.314,0.852,0.353,0.474,0.7,0.783,0,0
877,fitness,26-40,urban,0.756,0.847,0.608,-0.0082,0.105,sustained,0,0,0.352,0.83,0.626,0.455,0.775,0.523,0.376,0.524,0.568,0.94,20,0
878,fitness,41-60,urban,0.798,0.849,0.64,-0.0093,0.091,sustained,0,0,0.512,0.739,0.762,0.71,0.858,0.867,0.811,0.666,0.352,0.844,8,0
879,public_transport,26-40,suburban,0.743,0.8,0.462,-0.0158,0.139,faded,1,0,0.473,0.943,0.405,0.716,0.553,0.155,0.73,0.313,0.466,0.624,16,2
880,public_transport,41-60,urban,0.662,0.661,0.343,-0.0183,0.138,reverted,1,0,0.55,0.259,0.863,0.202,0.359,0.531,0.602,0.351,0.378,0.497,0,1
881,public_transport,41-60,rural,0.507,0.6,0.371,-0.0078,0.097,inconsistent,0,0,0.154,0.446,0.174,0.721,0.402,0.419,0.837,0.347,0.472,0.505,0,1
882,fitness,26-40,urban,0.759,0.75,0.596,-0.0091,0.071,sustained,0,0,0.625,0.691,0.32,0.674,0.593,0.433,0.673,0.657,0.777,0.221,0,3
883,public_transport,18-25,suburban,0.681,0.757,0.472,-0.0122,0.127,faded,1,0,0.228,0.689,0.479,0.303,0.309,0.372,0.64,0.746,0.634,0.812,0,2
884,recycling,60+,suburban,0.782,0.711,0.455,-0.0184,0.13,faded,1,1,0.79,0.63,0.568,0.103,0.678,0.749,0.876,0.429,0.622,0.54,0,2
885,healthy_eating,18-25,urban,0.844,0.843,0.686,-0.0088,0.07,sustained,0,0,0.718,0.905,0.895,0.524,0.619,0.519,0.483,0.628,0.442,0.657,15,0
886,fitness,26-40,rural,0.759,0.786,0.533,-0.0132,0.113,faded,1,0,0.519,0.509,0.34,0.847,0.727,0.626,0.345,0.151,0.407,0.524,21,2
887,recycling,60+,urban,0.661,0.708,0.507,-0.009,0.087,inconsistent,0,0,0.4,0.555,0.191,0.669,0.674,0.611,0.664,0.865,0.156,0.074,0,3
888,public_transport,26-40,suburban,0.68,0.676,0.505,-0.0098,0.08,inconsistent,0,0,0.494,0.466,0.51,0.477,0.757,0.554,0.914,0.354,0.532,0.271,0,3
889,digital_wellbeing,26-40,urban,0.681,0.767,0.5,-0.0103,0.115,faded,1,0,0.251,0.511,0.526,0.607,0.865,0.505,0.697,0.706,0.385,0.425,0,3
890,healthy_eating,41-60,suburban,0.826,0.777,0.502,-0.0183,0.131,faded,1,0,0.843,0.431,0.76,0.388,0.314,0.164,0.571,0.832,0.535,0.406,0,2
891,digital_wellbeing,41-60,urban,0.707,0.837,0.631,-0.0049,0.104,sustained,0,0,0.185,0.832,0.081,0.588,0.912,0.538,0.184,0.724,0.709,0.631,0,3
892,fitness,60+,suburban,0.62,0.702,0.439,-0.0105,0.11,faded,1,0,0.274,0.342,0.605,0.639,0.308,0.165,0.833,0.681,0.162,0.653,0,3
893,recycling,26-40,urban,0.745,0.819,0.66,-0.0053,0.078,sustained,0,0,0.38,0.862,0.352,0.121,0.765,0.408,0.603,0.712,0.864,0.594,11,0
894,digital_wellbeing,26-40,urban,0.659,0.755,0.472,-0.011,0.131,faded,1,0,0.133,0.817,0.367,0.699,0.928,0.72,0.878,0.604,0.521,0.118,11,2
895,digital_wellbeing,26-40,suburban,0.661,0.76,0.478,-0.0106,0.125,faded,1,0,0.198,0.492,0.478,0.353,0.718,0.386,0.623,0.29,0.269,0.868,11,3
896,digital_wellbeing,26-40,urban,0.702,0.752,0.633,-0.0043,0.056,sustained,0,0,0.451,0.741,0.443,0.732,0.436,0.324,0.869,0.374,0.252,0.499,0,3
897,fitness,60+,suburban,0.659,0.645,0.403,-0.0146,0.113,reverted,1,0,0.5,0.76,0.083,0.783,0.294,0.774,0.525,0.5,0.636,0.515,0,1
898,healthy_eating,18-25,suburban,0.599,0.601,0.369,-0.0126,0.107,reverted,1,0,0.275,0.895,0.444,0.3,0.133,0.493,0.702,0.306,0.565,0.489,0,1
899,fitness,26-40,rural,0.714,0.787,0.591,-0.007,0.09,sustained,0,0,0.302,0.829,0.442,0.48,0.544,0.552,0.904,0.43,0.739,0.865,0,3
900,fitness,41-60,urban,0.727,0.783,0.545,-0.0105,0.101,faded,1,0,0.394,0.477,0.483,0.563,0.473,0.383,0.435,0.162,0.774,0.322,0,3
